name,team_long_name,date,buildUpPlaySpeed,buildUpPlayDribbling,buildUpPlayPassing,buildUpPlayPositioningClass,chanceCreationShooting,defencePressure,defenceAggression
Spain LIGA BBVA,Sevilla FC,2010-02-22 00:00:00,30,,30,Free Form,70,60,70
Spain LIGA BBVA,Sevilla FC,2011-02-22 00:00:00,68,,58,Free Form,71,57,58
Spain LIGA BBVA,Sevilla FC,2012-02-22 00:00:00,61,,65,Organised,38,38,49
Spain LIGA BBVA,Sevilla FC,2013-09-20 00:00:00,65,,65,Organised,38,38,49
Spain LIGA BBVA,Sevilla FC,2014-09-19 00:00:00,65,53,65,Organised,38,38,49
Spain LIGA BBVA,Sevilla FC,2015-09-10 00:00:00,53,53,53,Organised,60,42,48
Germany 1. Bundesliga,Karlsruher SC,2010-02-22 00:00:00,70,,35,Organised,70,65,40
Germany 1. Bundesliga,Karlsruher SC,2011-02-22 00:00:00,53,,55,Organised,56,52,46
Germany 1. Bundesliga,Karlsruher SC,2012-02-22 00:00:00,54,,47,Organised,49,34,46
Germany 1. Bundesliga,Karlsruher SC,2014-09-19 00:00:00,56,55,53,Organised,49,32,46
Germany 1. Bundesliga,Karlsruher SC,2015-09-10 00:00:00,54,52,47,Organised,49,34,46
Scotland Premier League,Dundee FC,2013-09-20 00:00:00,50,,49,Organised,53,48,47
Scotland Premier League,Dundee FC,2015-09-10 00:00:00,47,47,48,Organised,65,50,44
Netherlands Eredivisie,Vitesse,2010-02-22 00:00:00,35,,35,Organised,60,30,30
Netherlands Eredivisie,Vitesse,2011-02-22 00:00:00,33,,50,Organised,54,55,60
Netherlands Eredivisie,Vitesse,2012-02-22 00:00:00,37,,30,Organised,56,42,54
Netherlands Eredivisie,Vitesse,2013-09-20 00:00:00,37,,39,Organised,62,42,45
Netherlands Eredivisie,Vitesse,2014-09-19 00:00:00,53,55,32,Organised,56,42,54
Netherlands Eredivisie,Vitesse,2015-09-10 00:00:00,57,40,48,Free Form,71,60,58
Germany 1. Bundesliga,SV Darmstadt 98,2015-09-10 00:00:00,59,43,77,Organised,45,32,56
Poland Ekstraklasa,Korona Kielce,2010-02-22 00:00:00,30,,45,Organised,70,50,70
Poland Ekstraklasa,Korona Kielce,2011-02-22 00:00:00,67,,66,Organised,69,57,48
Poland Ekstraklasa,Korona Kielce,2012-02-22 00:00:00,75,,62,Organised,68,58,43
Poland Ekstraklasa,Korona Kielce,2013-09-20 00:00:00,70,,50,Organised,68,58,43
Poland Ekstraklasa,Korona Kielce,2014-09-19 00:00:00,73,69,50,Organised,36,30,43
Poland Ekstraklasa,Korona Kielce,2015-09-10 00:00:00,59,69,50,Organised,36,30,43
Poland Ekstraklasa,Widzew Łódź,2011-02-22 00:00:00,63,,48,Organised,53,37,58
Poland Ekstraklasa,Widzew Łódź,2012-02-22 00:00:00,66,,72,Organised,54,32,32
Poland Ekstraklasa,Widzew Łódź,2013-09-20 00:00:00,66,,59,Organised,54,32,43
Poland Ekstraklasa,Widzew Łódź,2014-09-19 00:00:00,66,52,72,Organised,51,36,38
Poland Ekstraklasa,Odra Wodzisław,2010-02-22 00:00:00,30,,45,Organised,70,70,70
Germany 1. Bundesliga,FC Ingolstadt 04,2011-02-22 00:00:00,47,,54,Organised,46,37,50
Germany 1. Bundesliga,FC Ingolstadt 04,2012-02-22 00:00:00,55,,46,Organised,51,33,42
Germany 1. Bundesliga,FC Ingolstadt 04,2013-09-20 00:00:00,55,,46,Organised,51,33,42
Germany 1. Bundesliga,FC Ingolstadt 04,2014-09-19 00:00:00,54,59,47,Organised,52,42,36
Germany 1. Bundesliga,FC Ingolstadt 04,2015-09-10 00:00:00,55,51,46,Organised,51,37,48
Germany 1. Bundesliga,TSG 1899 Hoffenheim,2010-02-22 00:00:00,70,,30,Organised,55,65,70
Germany 1. Bundesliga,TSG 1899 Hoffenheim,2011-02-22 00:00:00,75,,35,Organised,68,68,50
Germany 1. Bundesliga,TSG 1899 Hoffenheim,2012-02-22 00:00:00,61,,53,Organised,54,47,59
Germany 1. Bundesliga,TSG 1899 Hoffenheim,2013-09-20 00:00:00,32,,53,Organised,64,47,52
Germany 1. Bundesliga,TSG 1899 Hoffenheim,2014-09-19 00:00:00,68,49,63,Organised,55,56,57
Germany 1. Bundesliga,TSG 1899 Hoffenheim,2015-09-10 00:00:00,69,49,53,Organised,59,63,61
Belgium Jupiler League,KV Mechelen,2010-02-22 00:00:00,65,,60,Organised,50,60,70
Belgium Jupiler League,KV Mechelen,2011-02-22 00:00:00,67,,57,Organised,52,48,61
Belgium Jupiler League,KV Mechelen,2012-02-22 00:00:00,52,,54,Organised,50,52,60
Belgium Jupiler League,KV Mechelen,2013-09-20 00:00:00,52,,33,Organised,50,42,60
Belgium Jupiler League,KV Mechelen,2014-09-19 00:00:00,52,42,40,Organised,50,42,51
Belgium Jupiler League,KV Mechelen,2015-09-10 00:00:00,52,42,40,Organised,50,42,51
England Premier League,Leicester City,2010-02-22 00:00:00,70,,70,Organised,45,70,70
England Premier League,Leicester City,2011-02-22 00:00:00,36,,52,Organised,52,51,34
England Premier League,Leicester City,2012-02-22 00:00:00,45,,48,Organised,56,48,52
England Premier League,Leicester City,2013-09-20 00:00:00,45,,48,Organised,56,48,52
England Premier League,Leicester City,2014-09-19 00:00:00,63,36,48,Organised,69,58,62
England Premier League,Leicester City,2015-09-10 00:00:00,63,41,60,Organised,46,58,65
Germany 1. Bundesliga,Fortuna Düsseldorf,2010-02-22 00:00:00,65,,35,Organised,52,45,70
Germany 1. Bundesliga,Fortuna Düsseldorf,2011-02-22 00:00:00,51,,38,Organised,54,46,59
Germany 1. Bundesliga,Fortuna Düsseldorf,2012-02-22 00:00:00,67,,47,Organised,55,56,57
Germany 1. Bundesliga,Fortuna Düsseldorf,2013-09-20 00:00:00,41,,69,Organised,52,24,48
Germany 1. Bundesliga,Fortuna Düsseldorf,2014-09-19 00:00:00,72,69,57,Organised,37,47,48
Germany 1. Bundesliga,Fortuna Düsseldorf,2015-09-10 00:00:00,47,62,47,Organised,55,56,57
England Premier League,Burnley,2010-02-22 00:00:00,70,,65,Organised,70,65,70
England Premier League,Burnley,2011-02-22 00:00:00,36,,52,Organised,55,24,56
England Premier League,Burnley,2012-02-22 00:00:00,48,,44,Organised,48,52,50
England Premier League,Burnley,2013-09-20 00:00:00,54,,55,Organised,48,48,50
England Premier League,Burnley,2014-09-19 00:00:00,48,32,74,Organised,58,54,57
England Premier League,Burnley,2015-09-10 00:00:00,54,32,67,Organised,47,63,62
Germany 1. Bundesliga,Bayer 04 Leverkusen,2010-02-22 00:00:00,70,,30,Organised,70,70,60
Germany 1. Bundesliga,Bayer 04 Leverkusen,2011-02-22 00:00:00,67,,38,Organised,55,57,39
Germany 1. Bundesliga,Bayer 04 Leverkusen,2012-02-22 00:00:00,58,,55,Organised,56,50,42
Germany 1. Bundesliga,Bayer 04 Leverkusen,2013-09-20 00:00:00,64,,55,Organised,37,58,38
Germany 1. Bundesliga,Bayer 04 Leverkusen,2014-09-19 00:00:00,69,30,55,Organised,39,50,46
Germany 1. Bundesliga,Bayer 04 Leverkusen,2015-09-10 00:00:00,73,29,55,Organised,61,61,72
Germany 1. Bundesliga,Hertha BSC Berlin,2010-02-22 00:00:00,60,,50,Organised,55,55,30
Germany 1. Bundesliga,Hertha BSC Berlin,2011-02-22 00:00:00,59,,43,Organised,66,50,43
Germany 1. Bundesliga,Hertha BSC Berlin,2012-02-22 00:00:00,48,,45,Organised,46,50,50
Germany 1. Bundesliga,Hertha BSC Berlin,2013-09-20 00:00:00,40,,55,Organised,63,50,38
Germany 1. Bundesliga,Hertha BSC Berlin,2014-09-19 00:00:00,68,52,55,Organised,59,41,60
Germany 1. Bundesliga,Hertha BSC Berlin,2015-09-10 00:00:00,47,44,55,Organised,45,50,45
Germany 1. Bundesliga,1. FC Nürnberg,2010-02-22 00:00:00,45,,50,Organised,70,55,55
Germany 1. Bundesliga,1. FC Nürnberg,2011-02-22 00:00:00,45,,50,Organised,56,55,61
Germany 1. Bundesliga,1. FC Nürnberg,2012-02-22 00:00:00,44,,49,Organised,48,30,40
Germany 1. Bundesliga,1. FC Nürnberg,2013-09-20 00:00:00,46,,49,Organised,67,39,57
Germany 1. Bundesliga,1. FC Nürnberg,2014-09-19 00:00:00,46,62,38,Organised,55,51,50
Germany 1. Bundesliga,1. FC Nürnberg,2015-09-10 00:00:00,46,58,49,Organised,59,30,40
Germany 1. Bundesliga,FC St. Pauli,2010-02-22 00:00:00,60,,60,Organised,70,60,70
Germany 1. Bundesliga,FC St. Pauli,2011-02-22 00:00:00,60,,42,Organised,56,49,60
Germany 1. Bundesliga,FC St. Pauli,2012-02-22 00:00:00,53,,64,Organised,53,49,44
Germany 1. Bundesliga,FC St. Pauli,2013-09-20 00:00:00,53,,56,Organised,53,49,44
Germany 1. Bundesliga,FC St. Pauli,2014-09-19 00:00:00,53,52,56,Organised,34,46,44
Germany 1. Bundesliga,FC St. Pauli,2015-09-10 00:00:00,52,52,56,Organised,38,39,44
France Ligue 1,Angers SCO,2010-02-22 00:00:00,45,,35,Organised,60,30,55
France Ligue 1,Angers SCO,2011-02-22 00:00:00,65,,50,Organised,65,45,45
France Ligue 1,Angers SCO,2012-02-22 00:00:00,50,,50,Organised,48,44,44
France Ligue 1,Angers SCO,2013-09-20 00:00:00,50,,50,Organised,48,44,44
France Ligue 1,Angers SCO,2014-09-19 00:00:00,48,61,50,Organised,48,44,44
France Ligue 1,Angers SCO,2015-09-10 00:00:00,48,61,50,Organised,48,44,44
Scotland Premier League,Inverness Caledonian Thistle,2011-02-22 00:00:00,36,,67,Organised,51,37,57
Scotland Premier League,Inverness Caledonian Thistle,2012-02-22 00:00:00,61,,59,Organised,54,40,40
Scotland Premier League,Inverness Caledonian Thistle,2013-09-20 00:00:00,35,,54,Organised,61,47,46
Scotland Premier League,Inverness Caledonian Thistle,2014-09-19 00:00:00,61,49,59,Organised,55,43,41
Scotland Premier League,Inverness Caledonian Thistle,2015-09-10 00:00:00,48,47,32,Organised,69,44,44
Poland Ekstraklasa,Podbeskidzie Bielsko-Biała,2012-02-22 00:00:00,54,,51,Organised,42,47,57
Poland Ekstraklasa,Podbeskidzie Bielsko-Biała,2013-09-20 00:00:00,54,,51,Organised,42,47,57
Poland Ekstraklasa,Podbeskidzie Bielsko-Biała,2014-09-19 00:00:00,72,55,66,Organised,49,29,35
Poland Ekstraklasa,Podbeskidzie Bielsko-Biała,2015-09-10 00:00:00,68,55,66,Organised,49,29,35
Poland Ekstraklasa,Polonia Bytom,2010-02-22 00:00:00,30,,50,Organised,70,60,70
Poland Ekstraklasa,Polonia Bytom,2011-02-22 00:00:00,46,,38,Organised,53,53,54
Poland Ekstraklasa,Lechia Gdańsk,2010-02-22 00:00:00,30,,45,Organised,70,70,70
Poland Ekstraklasa,Lechia Gdańsk,2011-02-22 00:00:00,63,,37,Organised,52,46,60
Poland Ekstraklasa,Lechia Gdańsk,2012-02-22 00:00:00,44,,52,Organised,68,49,48
Poland Ekstraklasa,Lechia Gdańsk,2013-09-20 00:00:00,44,,52,Organised,68,49,59
Poland Ekstraklasa,Lechia Gdańsk,2014-09-19 00:00:00,62,48,52,Organised,52,37,58
Poland Ekstraklasa,Lechia Gdańsk,2015-09-10 00:00:00,62,48,52,Free Form,58,51,58
Poland Ekstraklasa,Piast Gliwice,2010-02-22 00:00:00,30,,45,Organised,70,65,70
Poland Ekstraklasa,Piast Gliwice,2013-09-20 00:00:00,30,,46,Organised,39,32,45
Poland Ekstraklasa,Piast Gliwice,2014-09-19 00:00:00,64,52,67,Organised,39,36,45
Poland Ekstraklasa,Piast Gliwice,2015-09-10 00:00:00,64,52,67,Organised,39,36,45
Poland Ekstraklasa,Zawisza Bydgoszcz,2014-09-19 00:00:00,54,51,40,Organised,52,44,47
Poland Ekstraklasa,Zawisza Bydgoszcz,2015-09-10 00:00:00,54,51,40,Organised,52,44,47
Poland Ekstraklasa,Śląsk Wrocław,2010-02-22 00:00:00,30,,45,Organised,70,60,70
Poland Ekstraklasa,Śląsk Wrocław,2011-02-22 00:00:00,47,,55,Organised,54,48,47
Poland Ekstraklasa,Śląsk Wrocław,2012-02-22 00:00:00,65,,63,Organised,67,24,24
Poland Ekstraklasa,Śląsk Wrocław,2013-09-20 00:00:00,65,,50,Organised,67,30,30
Poland Ekstraklasa,Śląsk Wrocław,2014-09-19 00:00:00,47,53,34,Organised,68,37,37
Poland Ekstraklasa,Śląsk Wrocław,2015-09-10 00:00:00,50,55,35,Organised,55,45,55
Poland Ekstraklasa,Widzew Łódź,2011-02-22 00:00:00,63,,48,Organised,53,37,58
Poland Ekstraklasa,Widzew Łódź,2012-02-22 00:00:00,66,,72,Organised,54,32,32
Poland Ekstraklasa,Widzew Łódź,2013-09-20 00:00:00,66,,59,Organised,54,32,43
Poland Ekstraklasa,Widzew Łódź,2014-09-19 00:00:00,66,52,72,Organised,51,36,38
Poland Ekstraklasa,Pogoń Szczecin,2013-09-20 00:00:00,67,,54,Organised,67,47,47
Poland Ekstraklasa,Pogoń Szczecin,2014-09-19 00:00:00,50,48,36,Free Form,52,50,60
Poland Ekstraklasa,Pogoń Szczecin,2015-09-10 00:00:00,50,33,36,Organised,52,57,54
Poland Ekstraklasa,Zagłębie Lubin,2010-02-22 00:00:00,55,,60,Organised,70,70,70
Poland Ekstraklasa,Zagłębie Lubin,2011-02-22 00:00:00,54,,37,Organised,37,47,58
Poland Ekstraklasa,Zagłębie Lubin,2012-02-22 00:00:00,33,,38,Organised,73,58,47
Poland Ekstraklasa,Zagłębie Lubin,2013-09-20 00:00:00,33,,38,Organised,48,58,47
Poland Ekstraklasa,Zagłębie Lubin,2014-09-19 00:00:00,33,49,51,Organised,48,58,38
Poland Ekstraklasa,Polonia Bytom,2010-02-22 00:00:00,30,,50,Organised,70,60,70
Poland Ekstraklasa,Polonia Bytom,2011-02-22 00:00:00,46,,38,Organised,53,53,54
Poland Ekstraklasa,Górnik Łęczna,2015-09-10 00:00:00,41,40,59,Organised,54,52,47
Switzerland Super League,Neuchâtel Xamax,2010-02-22 00:00:00,60,,45,Organised,60,50,45
Switzerland Super League,Neuchâtel Xamax,2011-02-22 00:00:00,54,,47,Organised,53,49,45
Switzerland Super League,Neuchâtel Xamax,2012-02-22 00:00:00,49,,50,Organised,34,34,31
Italy Serie A,Sassuolo,2010-02-22 00:00:00,30,,30,Organised,60,30,30
Italy Serie A,Sassuolo,2011-02-22 00:00:00,50,,50,Organised,60,45,30
Italy Serie A,Sassuolo,2012-02-22 00:00:00,50,,50,Organised,50,35,45
Italy Serie A,Sassuolo,2013-09-20 00:00:00,57,,60,Organised,64,38,47
Italy Serie A,Sassuolo,2014-09-19 00:00:00,57,71,60,Organised,63,54,47
Italy Serie A,Sassuolo,2015-09-10 00:00:00,57,65,60,Organised,56,38,47
Spain LIGA BBVA,Granada CF,2011-02-22 00:00:00,53,,52,Organised,55,54,49
Spain LIGA BBVA,Granada CF,2012-02-22 00:00:00,48,,37,Organised,52,49,45
Spain LIGA BBVA,Granada CF,2013-09-20 00:00:00,52,,37,Organised,52,49,45
Spain LIGA BBVA,Granada CF,2014-09-19 00:00:00,52,62,37,Organised,52,49,45
Spain LIGA BBVA,Granada CF,2015-09-10 00:00:00,57,50,59,Organised,51,48,45
Spain LIGA BBVA,Córdoba CF,2010-02-22 00:00:00,30,,30,Organised,60,35,30
Spain LIGA BBVA,Córdoba CF,2011-02-22 00:00:00,39,,41,Organised,46,40,38
Spain LIGA BBVA,Córdoba CF,2012-02-22 00:00:00,40,,53,Organised,48,36,41
Spain LIGA BBVA,Córdoba CF,2013-09-20 00:00:00,40,,53,Organised,48,36,41
Spain LIGA BBVA,Córdoba CF,2014-09-19 00:00:00,40,53,53,Organised,48,36,41
Spain LIGA BBVA,Córdoba CF,2015-09-10 00:00:00,53,40,48,Organised,57,38,39
Portugal Liga ZON Sagres,Vitória Guimarães,2010-02-22 00:00:00,30,,30,Organised,55,30,30
Portugal Liga ZON Sagres,Vitória Guimarães,2011-02-22 00:00:00,65,,47,Organised,49,55,55
Portugal Liga ZON Sagres,Vitória Guimarães,2012-02-22 00:00:00,40,,39,Organised,58,50,59
Portugal Liga ZON Sagres,Vitória Guimarães,2013-09-20 00:00:00,40,,39,Organised,58,50,59
Portugal Liga ZON Sagres,Vitória Guimarães,2014-09-19 00:00:00,40,52,39,Organised,58,37,40
Portugal Liga ZON Sagres,Vitória Guimarães,2015-09-10 00:00:00,40,52,39,Organised,58,37,40
Portugal Liga ZON Sagres,Estoril Praia,2013-09-20 00:00:00,66,,52,Organised,39,46,49
Portugal Liga ZON Sagres,Estoril Praia,2014-09-19 00:00:00,66,56,52,Organised,39,46,49
Portugal Liga ZON Sagres,Estoril Praia,2015-09-10 00:00:00,59,56,52,Organised,39,46,49
Portugal Liga ZON Sagres,Rio Ave FC,2010-02-22 00:00:00,30,,30,Organised,60,30,30
Portugal Liga ZON Sagres,Rio Ave FC,2011-02-22 00:00:00,50,,50,Organised,50,45,45
Portugal Liga ZON Sagres,Rio Ave FC,2012-02-22 00:00:00,36,,38,Organised,54,39,50
Portugal Liga ZON Sagres,Rio Ave FC,2013-09-20 00:00:00,36,,38,Organised,54,39,50
Portugal Liga ZON Sagres,Rio Ave FC,2014-09-19 00:00:00,66,47,44,Organised,54,39,48
Portugal Liga ZON Sagres,Rio Ave FC,2015-09-10 00:00:00,66,47,44,Organised,54,39,48
France Ligue 1,SM Caen,2010-02-22 00:00:00,65,,30,Organised,40,70,65
France Ligue 1,SM Caen,2011-02-22 00:00:00,65,,35,Organised,65,55,45
France Ligue 1,SM Caen,2012-02-22 00:00:00,48,,52,Organised,53,47,45
France Ligue 1,SM Caen,2013-09-20 00:00:00,48,,52,Organised,53,47,45
France Ligue 1,SM Caen,2014-09-19 00:00:00,62,50,45,Organised,53,43,42
France Ligue 1,SM Caen,2015-09-10 00:00:00,62,50,45,Organised,53,43,42
France Ligue 1,SC Bastia,2010-02-22 00:00:00,40,,45,Organised,55,70,70
France Ligue 1,SC Bastia,2012-02-22 00:00:00,50,,50,Organised,49,44,45
France Ligue 1,SC Bastia,2013-09-20 00:00:00,50,,50,Organised,49,44,45
France Ligue 1,SC Bastia,2014-09-19 00:00:00,67,61,43,Organised,49,39,47
France Ligue 1,SC Bastia,2015-09-10 00:00:00,61,61,52,Organised,49,44,55
Netherlands Eredivisie,SC Cambuur,2014-09-19 00:00:00,45,39,42,Organised,57,42,49
Netherlands Eredivisie,SC Cambuur,2015-09-10 00:00:00,43,36,57,Organised,38,42,49
Switzerland Super League,FC Lausanne-Sports,2010-02-22 00:00:00,30,,60,Organised,60,55,60
Switzerland Super League,FC Lausanne-Sports,2012-02-22 00:00:00,37,,49,Organised,48,43,43
Switzerland Super League,FC Lausanne-Sports,2013-09-20 00:00:00,51,,49,Organised,48,43,43
Switzerland Super League,FC Lausanne-Sports,2014-09-19 00:00:00,37,55,49,Organised,52,46,44
Netherlands Eredivisie,FC Dordrecht,2015-09-10 00:00:00,39,33,62,Organised,48,51,58
Portugal Liga ZON Sagres,FC Penafiel,2015-09-10 00:00:00,54,54,39,Organised,38,40,35
Switzerland Super League,AC Bellinzona,2010-02-22 00:00:00,40,,50,Organised,55,45,50
Switzerland Super League,AC Bellinzona,2011-02-22 00:00:00,47,,54,Organised,55,32,50
Netherlands Eredivisie,Go Ahead Eagles,2014-09-19 00:00:00,55,47,42,Organised,53,43,47
Netherlands Eredivisie,Go Ahead Eagles,2015-09-10 00:00:00,58,38,64,Organised,52,43,47
Portugal Liga ZON Sagres,Leixões SC,2010-02-22 00:00:00,30,,30,Organised,65,30,30
Netherlands Eredivisie,PEC Zwolle,2013-09-20 00:00:00,47,,49,Organised,54,46,44
Netherlands Eredivisie,PEC Zwolle,2014-09-19 00:00:00,57,41,39,Organised,54,58,60
Netherlands Eredivisie,PEC Zwolle,2015-09-10 00:00:00,45,35,56,Organised,58,58,60
Portugal Liga ZON Sagres,FC Paços de Ferreira,2010-02-22 00:00:00,30,,30,Organised,60,30,30
Portugal Liga ZON Sagres,FC Paços de Ferreira,2011-02-22 00:00:00,50,,50,Organised,49,45,55
Portugal Liga ZON Sagres,FC Paços de Ferreira,2012-02-22 00:00:00,38,,39,Organised,52,36,39
Portugal Liga ZON Sagres,FC Paços de Ferreira,2013-09-20 00:00:00,50,,39,Organised,52,36,39
Portugal Liga ZON Sagres,FC Paços de Ferreira,2014-09-19 00:00:00,38,40,39,Organised,52,36,39
Portugal Liga ZON Sagres,FC Paços de Ferreira,2015-09-10 00:00:00,63,40,39,Organised,52,36,39
France Ligue 1,GFC Ajaccio,2013-09-20 00:00:00,61,,52,Organised,58,47,46
France Ligue 1,GFC Ajaccio,2015-09-10 00:00:00,48,53,52,Organised,55,42,46
Belgium Jupiler League,KAS Eupen,2011-02-22 00:00:00,50,,55,Organised,55,50,50
Italy Serie A,Novara,2011-02-22 00:00:00,53,,35,Organised,49,60,51
Italy Serie A,Novara,2012-02-22 00:00:00,55,,50,Organised,50,35,45
Italy Serie A,Novara,2013-09-20 00:00:00,66,,62,Organised,61,36,49
Italy Serie A,Novara,2014-09-19 00:00:00,66,57,56,Organised,57,36,49
France Ligue 1,US Boulogne Cote D'Opale,2010-02-22 00:00:00,45,,30,Organised,60,70,60
France Ligue 1,US Boulogne Cote D'Opale,2011-02-22 00:00:00,50,,35,Organised,65,35,55
France Ligue 1,US Boulogne Cote D'Opale,2012-02-22 00:00:00,49,,37,Organised,50,45,44
France Ligue 1,Évian Thonon Gaillard FC,2011-02-22 00:00:00,35,,65,Organised,65,45,55
France Ligue 1,Évian Thonon Gaillard FC,2012-02-22 00:00:00,53,,44,Organised,64,47,56
France Ligue 1,Évian Thonon Gaillard FC,2013-09-20 00:00:00,53,,44,Organised,64,47,56
France Ligue 1,Évian Thonon Gaillard FC,2014-09-19 00:00:00,61,51,44,Organised,48,47,56
France Ligue 1,Évian Thonon Gaillard FC,2015-09-10 00:00:00,58,35,56,Organised,51,47,43
Poland Ekstraklasa,Cracovia,2010-02-22 00:00:00,30,,45,Organised,65,70,70
Poland Ekstraklasa,Cracovia,2011-02-22 00:00:00,46,,51,Organised,52,48,33
Poland Ekstraklasa,Cracovia,2012-02-22 00:00:00,57,,59,Organised,78,59,51
Poland Ekstraklasa,Cracovia,2014-09-19 00:00:00,37,50,38,Organised,33,59,34
Poland Ekstraklasa,Cracovia,2015-09-10 00:00:00,37,50,38,Organised,33,59,34
Poland Ekstraklasa,P. Warszawa,2010-02-22 00:00:00,30,,40,Organised,70,55,65
Poland Ekstraklasa,P. Warszawa,2011-02-22 00:00:00,33,,47,Organised,53,55,34
Poland Ekstraklasa,P. Warszawa,2012-02-22 00:00:00,34,,45,Organised,74,31,32
Poland Ekstraklasa,P. Warszawa,2013-09-20 00:00:00,34,,45,Organised,40,57,32
Poland Ekstraklasa,Lech Poznań,2010-02-22 00:00:00,40,,35,Organised,70,60,55
Poland Ekstraklasa,Lech Poznań,2011-02-22 00:00:00,64,,57,Organised,70,59,37
Poland Ekstraklasa,Lech Poznań,2012-02-22 00:00:00,67,,54,Organised,67,47,47
Poland Ekstraklasa,Lech Poznań,2013-09-20 00:00:00,67,,54,Organised,67,47,47
Poland Ekstraklasa,Lech Poznań,2014-09-19 00:00:00,67,55,54,Organised,67,47,47
Poland Ekstraklasa,Lech Poznań,2015-09-10 00:00:00,57,50,40,Free Form,67,50,58
Portugal Liga ZON Sagres,S.C. Olhanense,2010-02-22 00:00:00,45,,55,Organised,45,50,45
Portugal Liga ZON Sagres,S.C. Olhanense,2011-02-22 00:00:00,65,,55,Organised,65,50,45
Portugal Liga ZON Sagres,S.C. Olhanense,2012-02-22 00:00:00,45,,40,Organised,44,37,24
Portugal Liga ZON Sagres,S.C. Olhanense,2013-09-20 00:00:00,45,,52,Organised,43,37,31
Portugal Liga ZON Sagres,S.C. Olhanense,2014-09-19 00:00:00,45,62,40,Organised,44,37,24
Poland Ekstraklasa,Jagiellonia Białystok,2010-02-22 00:00:00,30,,50,Organised,70,70,70
Poland Ekstraklasa,Jagiellonia Białystok,2011-02-22 00:00:00,33,,52,Organised,64,32,56
Poland Ekstraklasa,Jagiellonia Białystok,2012-02-22 00:00:00,58,,69,Organised,68,40,50
Poland Ekstraklasa,Jagiellonia Białystok,2013-09-20 00:00:00,58,,69,Organised,68,40,50
Poland Ekstraklasa,Jagiellonia Białystok,2014-09-19 00:00:00,38,54,38,Organised,66,57,56
Poland Ekstraklasa,Jagiellonia Białystok,2015-09-10 00:00:00,66,54,38,Organised,66,57,56
Belgium Jupiler League,Oud-Heverlee Leuven,2012-02-22 00:00:00,52,,50,Organised,54,43,44
Belgium Jupiler League,Oud-Heverlee Leuven,2013-09-20 00:00:00,52,,50,Organised,54,43,44
Belgium Jupiler League,Oud-Heverlee Leuven,2014-09-19 00:00:00,52,51,50,Organised,54,43,44
Poland Ekstraklasa,Ruch Chorzów,2010-02-22 00:00:00,30,,40,Organised,70,65,60
Poland Ekstraklasa,Ruch Chorzów,2011-02-22 00:00:00,48,,51,Organised,51,46,48
Poland Ekstraklasa,Ruch Chorzów,2012-02-22 00:00:00,53,,55,Organised,50,43,44
Poland Ekstraklasa,Ruch Chorzów,2013-09-20 00:00:00,53,,55,Organised,50,43,44
Poland Ekstraklasa,Ruch Chorzów,2014-09-19 00:00:00,53,48,38,Organised,50,43,44
Poland Ekstraklasa,Ruch Chorzów,2015-09-10 00:00:00,47,48,38,Organised,50,43,44
